PassengerId,Survived,Pclass,Sex,Age,Fare,FareLog,SibSp,Parch,FamilySize,FamilySizeBin,IsAlone,HasCabin,TicketGroupSize,AgeMissing,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mrs
412,0,3,0,30.0,6.8583,2.061570298060867,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
413,1,1,1,33.0,90.0,4.51085950651685,1,0,2,1,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0
414,0,2,0,30.0,0.0,0.0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
415,1,3,0,44.0,7.925,2.188856327665703,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
416,0,3,1,35.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
417,1,2,1,34.0,32.5,3.5115454388310208,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
418,1,2,1,18.0,13.0,2.6390573296152584,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
419,0,2,0,30.0,13.0,2.6390573296152584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
420,0,3,1,10.0,24.15,3.224857896545748,0,2,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
421,0,3,0,30.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,3,0,21.0,7.7333,2.167143305297764,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
423,0,3,0,29.0,7.875,2.1832383353614797,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
424,0,3,1,28.0,14.4,2.7343675094195836,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
425,0,3,0,18.0,20.2125,3.0545906305603445,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
426,0,3,0,30.0,7.25,2.1102132003465894,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
427,1,2,1,28.0,26.0,3.295836866004329,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
428,1,2,1,19.0,26.0,3.295836866004329,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
429,0,3,0,30.0,7.75,2.169053700369523,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
430,1,3,0,32.0,8.05,2.2027647577118348,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
431,1,1,0,28.0,26.55,3.3160025355989236,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
432,1,3,1,35.0,16.1,2.8390784635086144,1,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1
433,1,2,1,42.0,26.0,3.295836866004329,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
434,0,3,0,17.0,7.125,2.094945728215801,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,0,1,0,50.0,55.9,4.041295341132285,1,0,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
436,1,1,1,14.0,120.0,4.795790545596741,1,2,4,1,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0
437,0,3,1,21.0,34.375,3.5660053559634015,2,2,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0
438,1,2,1,24.0,18.75,2.9831534913471307,2,3,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
439,0,1,0,64.0,263.0,5.575949103146316,1,4,6,2,0,1,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0
440,0,2,0,31.0,10.5,2.4423470353692043,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
441,1,2,1,45.0,26.25,3.305053521109253,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
442,0,3,0,20.0,9.5,2.3513752571634776,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
443,0,3,0,25.0,7.775,2.1719067693519296,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
444,1,2,1,28.0,13.0,2.6390573296152584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
445,1,3,0,30.0,8.1125,2.2096470973347766,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
446,1,1,0,4.0,81.8583,4.417131919904876,0,2,3,1,0,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0
447,1,2,1,13.0,19.5,3.0204248861443626,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
448,1,1,0,34.0,26.55,3.3160025355989236,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
449,1,3,1,5.0,19.2583,3.0085645861193133,2,1,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
450,1,1,0,52.0,30.5,3.449987545831587,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
451,0,2,0,36.0,27.75,3.3586377672433594,1,2,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
452,0,3,0,30.0,19.9667,3.0429354648621407,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
453,0,1,0,30.0,27.75,3.3586377672433594,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
454,1,1,0,49.0,89.1042,4.500966778400217,1,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
455,0,3,0,30.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
456,1,3,0,29.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,0,1,0,65.0,26.55,3.3160025355989236,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
458,1,1,1,35.0,51.8625,3.967694202798607,1,0,2,1,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1
459,1,2,1,50.0,10.5,2.4423470353692043,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
460,0,3,0,30.0,7.75,2.169053700369523,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
461,1,1,0,48.0,26.55,3.3160025355989236,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
462,0,3,0,34.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
463,0,1,0,47.0,38.5,3.676300671907076,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
464,0,2,0,48.0,13.0,2.6390573296152584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
465,0,3,0,30.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
466,0,3,0,38.0,7.05,2.085672091430472,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
467,0,2,0,30.0,0.0,0.0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
468,0,1,0,56.0,26.55,3.3160025355989236,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
469,0,3,0,30.0,7.725,2.1661924680884908,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
470,1,3,1,0.75,19.2583,3.0085645861193133,2,1,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
471,0,3,0,30.0,7.25,2.1102132003465894,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
472,0,3,0,38.0,8.6625,2.2682524139135403,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
473,1,2,1,33.0,27.75,3.3586377672433594,1,2,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1
474,1,2,1,23.0,13.7917,2.694066212646058,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
475,0,3,1,22.0,9.8375,2.38301234210666,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
476,0,1,0,30.0,52.0,3.970291913552122,0,0,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0
477,0,2,0,34.0,21.0,3.091042453358316,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
478,0,3,0,29.0,7.0458,2.0851502161468174,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
479,0,3,0,22.0,7.5208,2.142510233146819,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
480,1,3,1,2.0,12.2875,2.586823743668066,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
481,0,3,0,9.0,46.9,3.8691155044168695,5,2,8,2,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
482,0,2,0,30.0,0.0,0.0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
483,0,3,0,50.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
484,1,3,1,63.0,9.5875,2.3596740599781727,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
485,1,1,0,25.0,91.0792,4.5226490762785785,1,0,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
486,0,3,1,21.0,25.4667,3.275887339030031,3,1,5,2,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0
487,1,1,1,35.0,90.0,4.51085950651685,1,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1
488,0,1,0,58.0,29.7,3.4242626545931514,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
489,0,3,0,30.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
490,1,3,0,9.0,15.9,2.827313621929028,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
491,0,3,0,30.0,19.9667,3.0429354648621407,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
492,0,3,0,21.0,7.25,2.1102132003465894,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
493,0,1,0,55.0,30.5,3.449987545831587,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
494,0,1,0,71.0,49.5042,3.922056501139853,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,0,3,0,21.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
496,0,3,0,30.0,14.4583,2.738146075922933,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
497,1,1,1,54.0,78.2667,4.37281811610993,1,0,2,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
498,0,3,0,30.0,15.1,2.7788192719904172,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
499,0,1,1,25.0,151.55,5.027492411162679,1,2,4,1,0,1,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1
500,0,3,0,24.0,7.7958,2.174274334826008,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
501,0,3,0,17.0,8.6625,2.2682524139135403,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
502,0,3,1,21.0,7.75,2.169053700369523,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
503,0,3,1,21.0,7.6292,2.155151800914312,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
504,0,3,1,37.0,9.5875,2.3596740599781727,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
505,1,1,1,16.0,86.5,4.471638793363569,0,0,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0
506,0,1,0,18.0,108.9,4.699570861409576,1,0,2,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507,1,2,1,33.0,26.0,3.295836866004329,0,2,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
508,1,1,0,30.0,26.55,3.3160025355989236,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
509,0,3,0,28.0,22.525,3.158063685471443,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
510,1,3,0,26.0,56.4958,4.05171190165724,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
511,1,3,0,29.0,7.75,2.169053700369523,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
512,0,3,0,30.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
513,1,1,0,36.0,26.2875,3.3064287218760624,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
514,1,1,1,54.0,59.4,4.100989104940769,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
515,0,3,0,24.0,7.4958,2.139571923732859,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
516,0,1,0,47.0,34.0208,3.5559421706858756,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
517,1,2,1,34.0,10.5,2.4423470353692043,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
518,0,3,0,30.0,24.15,3.224857896545748,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0
519,1,2,1,36.0,26.0,3.295836866004329,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
520,0,3,0,32.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
521,1,1,1,30.0,93.5,4.548599834499697,0,0,1,0,1,1,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0
522,0,3,0,22.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
523,0,3,0,30.0,7.225,2.1071782966514356,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
524,1,1,1,44.0,57.9792,4.077184839375167,0,1,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
525,0,3,0,30.0,7.2292,2.1076888046179385,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
526,0,3,0,40.5,7.75,2.169053700369523,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
527,1,2,1,50.0,10.5,2.4423470353692043,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
528,0,1,0,30.0,221.7792,5.406181146423973,0,0,1,0,1,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0
529,0,3,0,39.0,7.925,2.188856327665703,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
530,0,2,0,23.0,11.5,2.5257286443082556,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
531,1,2,1,2.0,26.0,3.295836866004329,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
532,0,3,0,30.0,7.2292,2.1076888046179385,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
533,0,3,0,17.0,7.2292,2.1076888046179385,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,1,3,1,35.0,22.3583,3.1509523813392697,0,2,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
535,0,3,1,30.0,8.6625,2.2682524139135403,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
536,1,2,1,7.0,26.25,3.305053521109253,0,2,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
537,0,1,0,45.0,26.55,3.3160025355989236,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
538,1,1,1,30.0,106.425,4.676792929661059,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
539,0,3,0,30.0,14.5,2.740840023925201,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
540,1,1,1,22.0,49.5,3.9219733362813143,0,2,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
541,1,1,1,36.0,71.0,4.276666119016055,0,2,3,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0
542,0,3,1,9.0,31.275,3.4742929367327062,4,2,7,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0
543,0,3,1,11.0,31.275,3.4742929367327062,4,2,7,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0
544,1,2,0,32.0,26.0,3.295836866004329,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
545,0,1,0,50.0,106.425,4.676792929661059,1,0,2,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
546,0,1,0,64.0,26.0,3.295836866004329,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
547,1,2,1,19.0,26.0,3.295836866004329,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
548,1,2,0,30.0,13.8625,2.6988412620169004,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
549,0,3,0,33.0,20.525,3.0692150503137943,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
550,1,2,0,8.0,36.75,3.6309854756950335,1,1,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
551,1,1,0,17.0,110.8833,4.717456363787216,0,2,3,1,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
552,0,2,0,27.0,26.0,3.295836866004329,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
553,0,3,0,30.0,7.8292,2.17806441028492,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
554,1,3,0,22.0,7.225,2.1071782966514356,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,1,3,1,22.0,7.775,2.1719067693519296,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
556,0,1,0,62.0,26.55,3.3160025355989236,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
557,1,1,1,48.0,39.6,3.703768066607687,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
558,0,1,0,30.0,227.525,5.4316456135398825,0,0,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
559,1,1,1,39.0,79.65,4.390118804571218,1,1,3,1,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1
560,1,3,1,36.0,17.4,2.91235066461494,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
561,0,3,0,30.0,7.75,2.169053700369523,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
562,0,3,0,40.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
563,0,2,0,28.0,13.5,2.6741486494265287,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
564,0,3,0,30.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
565,0,3,1,21.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
566,0,3,0,24.0,24.15,3.224857896545748,2,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
567,0,3,0,19.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
568,0,3,1,29.0,21.075,3.0944457464900235,0,4,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1
569,0,3,0,30.0,7.2292,2.1076888046179385,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
570,1,3,0,32.0,7.8542,2.180891922715322,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
571,1,2,0,62.0,10.5,2.4423470353692043,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
572,1,1,1,53.0,51.4792,3.960416900617205,2,0,3,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1
573,1,1,0,36.0,26.3875,3.3100867049215847,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
574,1,3,1,21.0,7.75,2.169053700369523,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
575,0,3,0,16.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
576,0,3,0,19.0,14.5,2.740840023925201,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
577,1,2,1,34.0,13.0,2.6390573296152584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
578,1,1,1,39.0,55.9,4.041295341132285,1,0,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1
579,0,3,1,35.0,14.4583,2.738146075922933,1,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
580,1,3,0,32.0,7.925,2.188856327665703,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
581,1,2,1,25.0,30.0,3.4339872044851463,1,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
582,1,1,1,39.0,110.8833,4.717456363787216,1,1,3,1,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
583,0,2,0,54.0,26.0,3.295836866004329,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
584,0,1,0,36.0,40.125,3.716616209085536,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
585,0,3,0,30.0,8.7125,2.2734137156937657,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
586,1,1,1,18.0,79.65,4.390118804571218,0,2,3,1,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0
587,0,2,0,47.0,15.0,2.772588722239781,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
588,1,1,0,60.0,79.2,4.384523514872469,1,1,3,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
589,0,3,0,22.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
590,0,3,0,30.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
591,0,3,0,35.0,7.125,2.094945728215801,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
592,1,1,1,52.0,78.2667,4.37281811610993,1,0,2,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
593,0,3,0,47.0,7.25,2.1102132003465894,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
594,0,3,1,21.0,7.75,2.169053700369523,0,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
595,0,2,0,37.0,26.0,3.295836866004329,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
596,0,3,0,36.0,24.15,3.224857896545748,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
597,1,2,1,21.0,33.0,3.5263605246161616,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0
598,0,3,0,49.0,0.0,0.0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
599,0,3,0,30.0,7.225,2.1071782966514356,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1,1,0,49.0,56.9292,4.0592215752427645,1,0,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
601,1,2,1,24.0,27.0,3.332204510175204,2,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
602,0,3,0,30.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
603,0,1,0,30.0,42.4,3.770459441106359,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
604,0,3,0,44.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
605,1,1,0,35.0,26.55,3.3160025355989236,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,0,3,0,36.0,15.55,2.806386101823072,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
607,0,3,0,30.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
608,1,1,0,27.0,30.5,3.449987545831587,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
609,1,2,1,22.0,41.5792,3.751365871125377,1,2,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
610,1,1,1,40.0,153.4625,5.039951348430309,0,0,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0
611,0,3,1,39.0,31.275,3.4742929367327062,1,5,7,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1
612,0,3,0,30.0,7.05,2.085672091430472,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
613,1,3,1,21.0,15.5,2.803360380906535,1,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0
614,0,3,0,30.0,7.75,2.169053700369523,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
615,0,3,0,35.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
616,1,2,1,24.0,65.0,4.189654742026425,1,2,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0
617,0,3,0,34.0,14.4,2.7343675094195836,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
618,0,3,1,26.0,16.1,2.8390784635086144,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
